appid	name	release_date	english	developer	publisher	categories	genres	price
7940	Call of Duty?? 4: Modern Warfare??	2007-11-12	1	Infinity Ward;Aspyr (Mac)	Activision;Aspyr (Mac)	Single-player;Multi-player	Action	19.99
8000	Tomb Raider: Anniversary	2007-06-05	1	Crystal Dynamics;Feral Interactive (Mac)	Square Enix;Feral Interactive (Mac)	Single-player;Partial Controller Support	Action;Adventure	6.99
8080	Kane and Lynch: Dead Men???	2007-12-13	1	IO Interactive	Square Enix	Single-player;Multi-player;Shared/Split Screen;Partial Controller Support	Action	4.99
8100	Conflict: Denied Ops	2008-02-08	1	Pivotal Games	Square Enix	Single-player	Action	3.99
8140	Tomb Raider: Underworld	2008-11-21	1	Crystal Dynamics	Square Enix	Single-player	Action;Adventure	6.99
8170	Battlestations Pacific	2009-05-13	1	Eidos Studio Hungary	Square Enix	Single-player;Multi-player;Partial Controller Support	Action;Strategy	6.99
8190	Just Cause 2	2010-03-23	1	Avalanche Studios	Square Enix	Single-player;Steam Achievements;Full controller support;Steam Cloud	Action;Adventure	9.99
8310	Bone: Out From Boneville	2008-06-17	1	Telltale Games	Telltale Games	Single-player	Adventure	0
8320	Bone: The Great Cow Race	2008-06-17	1	Telltale Games	Telltale Games	Single-player	Adventure	0
8330	Telltale Texas Hold ?€?Em	2008-06-17	1	Telltale Games	Telltale Games	Single-player	Casual	1.99
8340	Strong Bad's Cool Game for Attractive People: Season 1	2008-12-18	1	Telltale Games	Telltale Games	Single-player	Adventure	22.99
8400	Geometry Wars: Retro Evolved	2007-06-18	1	Bizarre Creations	Activision	Single-player;Full controller support	Casual	2.99
8500	EVE Online	2010-12-15	1	CCP	CCP	Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards	Action;Free to Play;Massively Multiplayer;RPG;Strategy	0
8600	RACE 07	2007-10-15	1	SimBin	SimBin	Single-player;Multi-player	Racing	2.49
8790	GTR 2 FIA GT Racing Game	2012-12-12	1	SimBin Studios AB	SimBin	Single-player;Multi-player	Racing;Simulation;Sports	4.99
8800	Civilization IV: Beyond the Sword	2007-07-24	1	Firaxis Games	2K	Single-player	Strategy	5.99
8870	BioShock Infinite	2013-03-25	1	Irrational Games;Aspyr (Mac);Virtual Programming (Linux)	2K;Aspyr (Mac)	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud	Action	19.99
8880	Freedom Force	2009-05-29	1	Irrational Games	2K	Single-player;Multi-player	RPG;Strategy	2.99
8890	Freedom Force vs. the Third Reich	2009-05-29	1	Irrational Games	2K	Single-player;Multi-player	RPG;Strategy	2.99
8930	Sid Meier's Civilization?? V	2010-09-23	1	Firaxis Games;Aspyr (Mac);Aspyr (Linux)	2K;Aspyr (Mac);Aspyr (Linux)	Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud	Strategy	19.99
8970	Axel & Pixel	2010-10-06	1	Silver Wish Games	2K	Single-player;Steam Achievements	Indie	3.49
9000	Spear of Destiny	2007-08-03	1	id Software	id Software	Single-player;Steam Cloud	Action	2.49
9010	Return to Castle Wolfenstein	2007-08-03	1	Gray Matter Studios	Bethesda-Softworks	Single-player;Multi-player;Steam Cloud	Action	3.99
9030	QUAKE Mission Pack 2: Dissolution of Eternity	2007-08-03	1	Rogue Entertainment	id Software	Single-player;Multi-player;Steam Cloud	Action	2.49
9040	QUAKE Mission Pack 1: Scourge of Armagon	2007-08-03	1	Ritual Entertainment	id Software	Single-player;Multi-player;Steam Cloud	Action	2.49
9050	DOOM 3	2007-08-03	1	id Software	id Software	Single-player;Multi-player;Steam Cloud	Action	0
9060	HeXen II	2007-08-03	1	Raven Software	id Software	Single-player;Multi-player;Co-op;Steam Cloud	Action	2.99
9160	Master Levels for Doom II	2007-08-03	1	id Software	id Software	Single-player;Steam Cloud	Action	0
9180	Commander Keen	2007-08-03	1	id Software	id Software	Single-player;Steam Cloud	Action	2.99
9200	RAGE	2011-10-03	1	id Software	Bethesda Softworks	Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support	Action	7.99
9310	Warhammer?? 40,000: Dawn of War?? ?€? Winter Assault	2007-08-07	1	Relic Entertainment	SEGA	Single-player;Multi-player	Strategy	9.99
9340	Company of Heroes: Opposing Fronts	2007-09-24	1	Relic Entertainment	SEGA	Single-player;Multi-player;Steam Cloud	Action;Strategy	9.99
9350	Supreme Commander	2011-09-28	1	Gas Powered Games	Square Enix	Single-player;Multi-player	Strategy	8.99
9420	Supreme Commander: Forged Alliance	2011-09-28	1	Gas Powered Games	Square Enix	Single-player;Multi-player	Strategy	8.99
9450	Warhammer?? 40,000: Dawn of War?? - Soulstorm	2008-03-07	1	Relic Entertainment	SEGA	Single-player;Multi-player;Steam Cloud	Strategy	9.99
9460	Frontlines???: Fuel of War???	2008-02-29	1	Kaos Studios	THQ Nordic	Single-player;Co-op;Steam Cloud	Action	9.99
9480	Saints Row 2	2009-01-07	1	Volition	Deep Silver	Single-player;Steam Cloud	Action	9.99
9500	Gish	2007-07-20	1	Cryptic Sea	Chronic Logic	Single-player;Multi-player	Indie	5.99
9710	Desperados 2: Cooper's Revenge	2008-03-12	1	Spellbound	THQ Nordic	Single-player	Action	6.99
9760	Act of War: High Treason	2008-03-12	1	Eugen Systems	THQ Nordic	Single-player;Multi-player	Action	1.99
9800	Death to Spies	2008-03-12	1	Haggard Games	1C Entertainment	Single-player;Steam Cloud	Action;Adventure	3.99
9850	Codename: Panzers - Cold War	2009-05-06	1	InnoGlow;Stormregion;THQ Nordic	THQ Nordic	Single-player;Multi-player;Co-op	Simulation;Strategy	13.99
9880	Champions Online	2011-06-14	1	Cryptic Studios	Perfect World Entertainment	Multi-player;MMO;Co-op;Steam Achievements	Free to Play;Massively Multiplayer;RPG	0
9900	Star Trek Online	2012-01-31	1	Cryptic Studios	Perfect World Entertainment	Multi-player;MMO;Co-op;Steam Achievements;Full controller support;In-App Purchases	Free to Play;Massively Multiplayer;RPG	0
9940	Blade Kitten	2014-05-22	1	Krome Studios	Krome Studios	Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud	Action;Adventure	1.99
9960	Haunted House???	2010-09-28	1	ImagineEngline	Atari	Single-player;Partial Controller Support	Adventure	4.79
9970	Star Raiders	2011-05-11	1	Incinerator Studios	Atari	Single-player;Partial Controller Support	Action	6.99
9980	The UnderGarden	2010-11-10	1	Artech Studios	Retroism	Single-player	Casual	4.99
10090	Call of Duty: World at War	2008-11-18	1	Treyarch	Activision	Single-player;Multi-player;Co-op	Action	19.99
10100	King's Quest??? Collection	2009-07-23	1	Sierra	Activision	Single-player	Adventure	14.99
10110	Space Quest??? Collection	2009-07-23	1	Sierra	Activision	Single-player	Adventure	9.99
10120	Aces of the Galaxy???	2009-07-23	1	Artech Studios	Activision	Single-player	Action;Casual	6.99
10130	TimeShift???	2009-07-23	1	Saber Interactive	Activision	Single-player;Multi-player	Action	9.99
10140	3D Ultra??? Minigolf Adventures	2009-07-23	1	Wanako Games	Activision	Single-player	Sports	6.99
10150	Prototype???	2009-06-12	1	Radical Entertainment	Activision	Single-player	Action;Adventure	14.99
10180	Call of Duty??: Modern Warfare?? 2	2009-11-11	1	Infinity Ward;Aspyr (Mac)	Activision;Aspyr (Mac)	Single-player;Multi-player;Co-op;Steam Achievements;Steam Cloud;Valve Anti-Cheat enabled	Action	19.99
10220	Postal III	2012-02-17	1	Trashmasters	Akella	Single-player;Steam Achievements	Action	8.99
10230	Dead Mountaineer's Hotel	2011-10-28	1	Electronic Paradise	Akella	Single-player	Adventure	5.59
10240	A Stroke of Fate: Operation Valkyrie	2011-10-28	1	SPLine	Akella	Single-player	Adventure	4.99
10250	PT Boats: Knights of the Sea	2011-10-28	1	Studio4	Akella	Single-player;Multi-player	Simulation	4.99
10260	PT Boats: South Gambit	2011-10-28	1	studio4	Akella	Single-player;Multi-player	Simulation	4.99
10270	Disciples III: Reincarnation	2014-02-14	1	Akella	Kalypso Media Digital	Single-player;Multi-player	RPG;Strategy	9.99
10460	The Club???	2008-02-20	1	Bizarre Creations	SEGA	Single-player;Multi-player;Partial Controller Support	Action	9.99
10500	Total War: EMPIRE ?€? Definitive Edition	2009-03-04	1	CREATIVE ASSEMBLY;Feral Interactive (Mac);Feral Interactive (Linux)	SEGA;Feral Interactive (Mac);Feral Interactive (Linux)	Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Stats	Strategy	19.99
10680	Aliens vs. Predator???	2010-02-16	1	Rebellion	SEGA	Single-player;Multi-player;Co-op;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards	Action	9.99
11020	TrackMania Nations Forever	2008-04-16	1	Nadeo	Ubisoft	Single-player;Multi-player;Includes level editor	Racing	0
11040	Sherlock Holmes - Nemesis	2008-08-07	1	Frogwares	Frogwares	Single-player	Adventure;RPG	6.99
11050	Dracula Origin	2008-08-07	1	Frogwares	Frogwares	Single-player	Adventure	6.99
11130	Sherlock Holmes: The Mystery of the Mummy	2009-08-06	1	Frogwares	Frogwares	Single-player	Adventure	0
11140	Sherlock Holmes: The Awakened - Remastered Edition	2009-08-06	1	Frogwares	Frogwares	Single-player	Adventure	6.99
11150	Sherlock Holmes: The Silver Earring	2009-08-06	1	Frogwares	Frogwares	Single-player	Adventure	6.99
11190	Sherlock Holmes versus Jack the Ripper	2009-12-23	1	Frogwares	Frogwares	Single-player	Adventure;RPG	6.99
11200	Shadowgrounds Survivor	2007-11-14	1	Frozenbyte	Frozenbyte	Single-player;Shared/Split Screen;Steam Trading Cards;Includes level editor	Action	6.99
11230	Gumboy Tournament	2008-05-19	1	CINEMAX, s.r.o.	CINEMAX, s.r.o.	Single-player;Multi-player	Casual;Indie;Racing	1.79
11240	Space Trader: Merchant Marine	2008-10-23	1	Meridian4	Meridian4	Single-player;Multi-player;Co-op;Steam Achievements	Action;Indie;Strategy	3.99
11250	Pacific Storm	2008-06-24	1	Buka Entertainment;Lesta Studio	Buka Entertainment	Single-player;Multi-player;Steam Trading Cards	Simulation;Strategy	5.59
11260	Pacific Storm Allies	2008-08-18	1	Lesta Studio	Buka Entertainment	Single-player;Multi-player;Steam Trading Cards	Simulation;Strategy	5.59
11280	Penguins Arena: Sedna's World	2008-12-18	1	Frogames	Frogames	Single-player;Multi-player;Online Multi-Player;Steam Trading Cards	Action;Casual;Indie	4.79
11330	Obulis	2009-03-19	1	IonFX	Meridian4	Single-player;Steam Achievements	Casual;Indie	3.99
11340	Larva Mortus	2009-03-19	1	Meridian4	Meridian4	Single-player;Steam Achievements	Action;Indie	3.99
11360	Chains	2009-07-01	1	2DEngine.com	Meridian4	Single-player	Indie	3.99
11450	Overlord???	2009-11-12	1	Triumph Studios;Virtual Programming	Codemasters	Single-player;Partial Controller Support	RPG	3.49
11480	Soldiers: Heroes of World War II	2014-07-03	1	Best Way	1C Entertainment	Single-player;Multi-player;Co-op	Strategy	3.99
11560	Maelstrom: The Battle for Earth Begins	2009-02-13	1	KDV Games	Codemasters	Single-player	Strategy	3.49
11590	Hospital Tycoon	2009-02-13	1	Deep Red Limited	Codemasters	Single-player	Simulation	3.49
12100	Grand Theft Auto III	2008-01-04	1	Rockstar Games	Rockstar Games	Single-player;Partial Controller Support	Action	5.99
12110	Grand Theft Auto: Vice City	2011-01-10	1	Rockstar Games	Rockstar Games	Single-player;Partial Controller Support	Action	5.99
12120	Grand Theft Auto: San Andreas	2008-01-04	1	Rockstar Games	Rockstar Games	Single-player	Action	9.99
12130	Manhunt	2008-01-04	1	Rockstar North	Rockstar Games	Single-player	Action	5.99
12140	Max Payne	2008-01-04	1	Remedy Entertainment	Rockstar Games	Single-player	Action	5.99
12150	Max Payne 2: The Fall of Max Payne	2008-01-04	1	Remedy Entertainment	Rockstar Games	Single-player	Action	5.99
12170	Grand Theft Auto	2008-01-04	1	Rockstar North	Rockstar Games	Single-player	Action	0
12180	Grand Theft Auto 2	2008-01-04	1	Rockstar North	Rockstar Games	Single-player	Action	0
12200	Bully: Scholarship Edition	2008-10-21	1	Rockstar New England	Rockstar Games	Single-player;Partial Controller Support	Action;Adventure	9.99
12210	Grand Theft Auto IV	2008-12-02	1	Rockstar North;Rockstar Toronto	Rockstar Games	Single-player;Multi-player;Partial Controller Support	Action;Adventure	19.99
12220	Grand Theft Auto: Episodes from Liberty City	2010-04-12	1	Rockstar North / Toronto	Rockstar Games	Single-player;Multi-player	Action	14.99
12310	Culpa Innata	2008-01-18	1	Momentum Digital Media Technologies	Strategy First	Single-player	RPG;Casual;Adventure	6.99
12320	Sacred Gold	2008-07-09	1	Ascaron Entertainment ltd.	Strategy First	Single-player	Action;RPG	6.99
12330	Darkstar One	2008-02-13	1	Ascaron Entertainment ltd.	Strategy First	Single-player	Action	6.99
12340	Jack Keane	2008-06-27	1	Deck13	Deck13	Single-player;Steam Trading Cards	Adventure	6.99
12360	FlatOut: Ultimate Carnage	2008-08-26	1	Bugbear Entertainment	Strategy First	Single-player;Multi-player	Racing	16.99
12390	Exodus from the Earth 	2008-10-24	1	Parallax Arts Studio	Strategy First	Single-player;Multi-player;Partial Controller Support	Action	10.99
12420	Perimeter 2: New Earth	2009-02-10	1	KDV Games	Strategy First	Single-player;Multi-player	Strategy	10.99
12430	SlamIt Pinball Big Score	2009-02-23	1	Technetium Games	Kalypso Media Digital	Single-player	Casual	3.99
12440	Ankh 2: Heart of Osiris 	2009-06-16	1	Deck 13	Strategy First	Single-player	Adventure	10.99
12450	Ankh 3: Battle of the Gods	2009-06-16	1	Deck 13	Strategy First	Single-player	Adventure	10.99
12460	BC Kings	2009-06-16	1	Mascot Entertainment	Strategy First	Single-player;Multi-player	Strategy	3.99
12470	Port Royale 2	2009-06-16	1	Ascaron Entertainment ltd.	Strategy First	Single-player	Strategy	2.99
12480	9th Company: Roots Of Terror	2009-12-03	1	Noviy Disk;Lesta Studios Inc	Strategy First	Single-player	Strategy	6.99
12500	PuzzleQuest: Challenge of the Warlords	2008-01-29	1	Infinite Interactive	D3Publisher of America, Inc.	Single-player;Multi-player;Steam Cloud	Casual	6.99
12510	Prison Tycoon 3???: Lockdown	2008-01-29	1	Gamebryo;Virtual Playground	ValuSoft;Retroism	Single-player	Strategy	6.99
12520	18 Wheels of Steel: American Long Haul	2008-01-29	1	SCS Software	ValuSoft;Play Hard Games	Single-player	Racing	6.99
12530	Hunting Unlimited??? 2008	2008-01-29	1	SCS Software	ValuSoft;Retroism	Single-player	Action;Adventure;Strategy	4.99
12540	Mahjongg Investigations: Under Suspicion	2008-07-29	1	Zemnott	ValuSoft;Retroism	Single-player	Casual	5.99
12560	Ride! Carnival Tycoon	2008-07-29	1	Gabriel Entertainment	ValuSoft;Retroism	Single-player	Simulation	4.99
12590	Sprint Cars Road to Knoxville	2008-07-29	1	BigAnt Studios	ValuSoft;Retroism	Single-player;Multi-player	Racing	4.99
12600	Midnight Outlaw: 6 Hours to SunUp	2008-07-29	1	Merscom;Babylon	ValuSoft;Retroism	Single-player	Racing	4.99
12640	Drakensang	2009-03-09	1	Radon Labs	DTP Entertainment	Single-player	RPG	6.99
12670	Mission Runway	2009-07-17	1	Virtual Playground	ValuSoft;Retroism	Single-player	Simulation	4.99
12710	Overlord???: Raising Hell	2009-11-12	1	Triumph Studios;Virtual Programming	Codemasters	Single-player;Partial Controller Support	RPG	6.99
12770	Rise of the Argonauts	2009-01-07	1	Liquid Entertainment	Codemasters	Single-player;Full controller support	RPG	4.99
12790	Damnation	2009-05-22	1	Blue Omega Entertainment	Codemasters	Single-player;Multi-player;Co-op	Action;Adventure	6.99
12810	Overlord II	2009-06-24	1	Triumph Studios;Virtual Programming	Codemasters	Single-player	RPG	6.99
12830	Operation Flashpoint: Dragon Rising	2009-10-08	1	Codemasters Studios	Codemasters	Single-player;Partial Controller Support	Action	6.99
13000	Ninja Reflex: Steamworks Edition	2008-03-21	1	Sanzaru Games	Nunchuck Games	Single-player;Multi-player;Steam Achievements	Casual;Indie	3.99
13140	America's Army 3	2009-06-17	1	U.S. Army	U.S. Army	Single-player;Multi-player;Steam Achievements;Steam Cloud	Action	0
13200	Unreal 2: The Awakening	2008-03-17	1	Epic Games, Inc.	Epic Games, Inc.	Single-player	Action	8.99
13210	Unreal Tournament 3 Black	2009-03-05	1	Epic Games, Inc.	Epic Games, Inc.	Single-player;Multi-player;Co-op;Steam Achievements	Action	13.99
13230	Unreal Tournament 2004: Editor's Choice Edition	2004-03-17	1	Epic Games, Inc.	Epic Games, Inc.	Single-player;Multi-player;Steam Trading Cards	Action	8.99
13240	Unreal Tournament: Game of the Year Edition	2008-03-17	1	Epic Games, Inc.	Epic Games, Inc.	Single-player;Multi-player	Action	5.99
13250	Unreal Gold	2008-03-17	1	Epic Games, Inc.	Epic Games, Inc.	Single-player;Multi-player	Action	5.99
13500	Prince of Persia: Warrior Within???	2009-08-27	1	Ubisoft	Ubisoft	Single-player	Action;Adventure	8.59
13520	Far Cry??	2008-04-01	1	Crytek Studios	Ubisoft	Single-player	Action	8.59
13530	Prince of Persia: The Two Thrones???	2009-08-27	1	Ubisoft Montreal	Ubisoft	Single-player;Partial Controller Support	Action;Adventure	8.59
13540	Tom Clancy's Rainbow Six?? Vegas	2008-04-09	1	Ubisoft Montreal	Ubisoft	Single-player;Multi-player	Action	8.59
13560	Tom Clancy's Splinter Cell??	2008-04-01	1	Ubisoft	Ubisoft	Single-player	Action	4.29
13570	Tom Clancy's Splinter Cell Chaos Theory??	2009-08-27	1	Ubisoft Montreal	Ubisoft	Single-player	Action	8.59
13580	Tom Clancy's Splinter Cell Double Agent??	2009-02-13	1	Ubisoft Montreal	Ubisoft	Single-player	Action	8.59
13600	Prince of Persia??: The Sands of Time	2009-08-27	1	Kudosoft	Ubisoft	Single-player	Action;Adventure	8.59
13620	Tom Clancy's Ghost Recon?? Desert Siege???	2008-07-15	1	Red Storm Entertainment	Ubisoft	Single-player;Multi-player	Action	4.29
15000	Tom Clancy's Rainbow Six Lockdown???	2009-08-27	1	Red Storm Entertainment	Ubisoft	Single-player;Multi-player	Action	4.29
15080	Rayman Raving Rabbids???	2008-06-13	1	Ubisoft Bulgaria;Ubisoft Montpellier	Ubisoft	Single-player	Action;Adventure	4.29
15100	Assassin's Creed???: Director's Cut Edition	2008-04-09	1	Ubisoft Montreal	Ubisoft	Single-player;Partial Controller Support	Action;Adventure	8.59
15120	Tom Clancy's Rainbow Six?? Vegas 2	2008-04-16	1	Ubisoft Montreal	Ubisoft	Single-player;Multi-player;Co-op	Action	8.59
15130	Beyond Good and Evil???	2008-05-13	1	Ubisoft	Ubisoft	Single-player	Action;Adventure	4.29
15160	Petz?? Horsez?? 2	2009-08-27	1	Ubisoft	Ubisoft	Single-player	Simulation	4.29
15170	Heroes of Might & Magic V	2008-05-13	1	Nival	Ubisoft	Single-player	Strategy	8.59
15190	Brothers in Arms: Road to Hill 30???	2008-05-13	1	Gearbox Software	Ubisoft	Single-player	Action	4.29
15200	Silent Hunter??: Wolves of the Pacific	2009-08-27	1	Ubisoft Romania	Ubisoft	Single-player;Multi-player	Simulation	8.59
15210	Silent Hunter?? III	2008-06-13	1	Ubisoft	Ubisoft	Single-player;Multi-player;Co-op	Simulation	4.29
15240	Silent Hunter??: Wolves of the Pacific U-Boat Missions	2009-08-27	1	Ubisoft Romania	Ubisoft	Single-player;Multi-player	Simulation	4.29
15270	Cold Fear???	2008-05-13	1	Darkworks	Ubisoft	Single-player	Action	4.29
15300	Tom Clancy's Ghost Recon??	2008-07-15	1	Red Storm Entertainment	Ubisoft	Single-player;Co-op	Action	8.59
15320	IL-2 Sturmovik: 1946	2008-06-13	1	1C: Maddox Games	1C Entertainment	Single-player;Multi-player;Steam Cloud;Includes level editor	Simulation	8.69
15370	Heroes of Might & Magic V: Tribes of the East	2008-10-10	1	Nival	Ubisoft	Single-player	Strategy	8.59
